-19.986895358624462,-25.0125,1.6782104976783906E-12
-20,-25.025,1.2922008431227672E-20
-19.97379069886402,-25.024999999999995,3.3564204005871744E-12
-20,-24.999999999999996,5.087319106857145E-19
-19.973790735633823,-24.999999999999996,3.356420914157162E-12
-19.945117533013104,-25.024999999999995,7.028359526568809E-12
-17.570152283261955,-25.024999999999995,3.099909682057056E-10
-17.53515327147882,-25.024999999999995,3.1442100545115037E-10
-17.568873363620316,-24.999999999999996,3.1015326118593314E-10
-17.395157224346278,-25.025,3.321257650880157E-10
-17.360158212563146,-25.024999999999995,3.3654799453481503E-10
-17.393878539106097,-24.999999999999996,3.322877741631742E-10
-17.53387439871747,-24.999999999999996,3.145832432612371E-10
-17.500154259695684,-25.024999999999995,3.1884952632043694E-10
-17.46515524791255,-25.024999999999995,3.2327650829521287E-10
-17.49887543381463,-24.999999999999996,3.1901170816036473E-10
-17.430156236129413,-25.024999999999995,3.277019287760865E-10
-17.46387646891178,-24.999999999999996,3.234386333805205E-10
-17.42887750400894,-24.999999999999996,3.278639962830976E-10
-19.913808541661567,-25.024999999999995,1.1037821639947743E-11
-19.944922801512625,-24.999999999999996,7.053307096726143E-12
-16.905171059382397,-25.024999999999995,3.9388035701872257E-10
-16.87017204759926,-25.024999999999995,3.9827768455393264E-10
-16.903893030466286,-24.999999999999996,3.9404146236839827E-10
-16.975169082948668,-25.024999999999995,3.8507993804577636E-10
-16.940170071165532,-25.024999999999995,3.894811004062652E-10
-16.973890960271973,-24.999999999999996,3.852411822964355E-10
-16.938891995369133,-24.999999999999996,3.8964227560723997E-10
-17.00888992517482,-24.999999999999996,3.808382057216931E-10
-17.010168094731803,-25.024999999999995,3.8067689317447096E-10
-17.04516710651494,-25.024999999999995,3.762719889828302E-10
-17.04388889007766,-24.999999999999996,3.7643336905291116E-10
-17.080166118298063,-25.024999999999995,3.718652486779442E-10
-17.078887854980508,-24.999999999999996,3.7202669541399854E-10
-18.410128566057182,-25.02499999999999,2.0327310567435219E-10
-18.375129554274046,-25.024999999999995,2.0773287095584412E-10
-18.408848521291958,-24.999999999999996,2.0343648284927535E-10
-18.445127577840317,-25.024999999999995,1.9881237563222913E-10
-18.443847486194816,-24.999999999999996,1.9897578812519804E-10
-18.478846451097688,-24.999999999999996,1.945141495284494E-10
-18.48012658962345,-25.024999999999995,1.9435070249439074E-10
-18.51512560140658,-25.024999999999995,1.898881078971589E-10
-18.513845416000557,-24.999999999999996,1.9005158869836537E-10
-18.550124613189716,-25.024999999999995,1.854246134344966E-10
-18.548844380903418,-24.999999999999996,1.855881272181856E-10
-18.583843345806287,-24.999999999999996,1.8112378663981605E-10
-18.58512362497285,-25.024999999999995,1.80960240665294E-10
-18.620122636755987,-25.024999999999995,1.7649501113216333E-10
-18.618842310709155,-24.999999999999996,1.766585885103958E-10
-17.60515129504509,-25.024999999999995,3.055594370749498E-10
-17.603872328523156,-24.999999999999996,3.057217843919078E-10
-18.0251394364427,-25.024999999999995,2.5227268085839065E-10
-17.990140424659565,-25.024999999999995,2.567203971482347E-10
-18.023859907360432,-24.999999999999996,2.524356178033173E-10
-17.95514141287643,-25.024999999999995,2.611668866245256E-10
-17.988860942457563,-24.999999999999996,2.568832893502897E-10
-17.63887129342853,-24.999999999999996,3.012888353833944E-10
-17.640150306828215,-25.024999999999995,3.0112643455225134E-10
-17.675149318611354,-25.024999999999995,2.9669198308881485E-10
-17.67387025833389,-24.999999999999996,2.9685443665189646E-10
-17.71014833039449,-25.024999999999995,2.9225610504987496E-10
-17.708869223234444,-24.999999999999996,2.924186105703605E-10
-17.74386818813499,-24.999999999999996,2.8798137942424535E-10
-17.745147342177624,-25.024999999999995,2.878188227506128E-10
-17.78014635396076,-25.024999999999995,2.833801585001507E-10
-17.778867153040366,-24.999999999999996,2.83542765500053E-10
-17.815145365743895,-25.024999999999995,2.7894013459131793E-10
-17.813866117943235,-24.999999999999996,2.791027910948134E-10
-17.953861977554702,-24.999999999999996,2.61329733258047E-10
-17.920142401093297,-25.024999999999995,2.6561212718796746E-10
-17.885143389310166,-25.024999999999995,2.700560967628557E-10
-17.918863012651833,-24.999999999999996,2.657749274341155E-10
-17.85014437752703,-25.02499999999999,2.7449877327720665E-10
-17.883864047748965,-24.999999999999996,2.7021884986203855E-10
-17.848865082846103,-24.999999999999996,2.7466147847364455E-10
-17.113886819883348,-24.999999999999996,3.676182079499264E-10
-17.115165130081202,-25.024999999999995,3.674566954523763E-10
-17.150164141864337,-25.024999999999995,3.6304635242359735E-10
-17.148885784786195,-24.999999999999996,3.63207929815357E-10
-17.185163153647473,-25.024999999999995,3.586342426285181E-10
